#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-03T10:07:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d1c7e3023be0 
#INFO -out.max=unlimited 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/813/47/map_list
#-nav=cat:J/ApJ/813/47&tab:{J/ApJ/813/47/map_list}&key:source=J/ApJ/813/47/map_list&HTTPPRM:&&-ref=VIZ5d1c7e3023be0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=Model&-out=Teff&-out=log(g)&-out=[Fe/H]&-out=C/O&-out=SpType&-out=pt&-ignore=pt=*&pt=pt&-out=ab&ab=ab&-out=sp&sp=sp&-out=Flags&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/ApJ/813/47/map_list
#-source=J/ApJ/813/47/map_list
#-out=Model
#-out=Teff
#-out=log(g)
#-out=[Fe/H]
#-out=C/O
#-out=SpType
#-out=pt
#-out=ab
#-out=sp
#-out=Flags
#
#
#RESOURCE=yCat_18130047
#Name: J/ApJ/813/47
#Title: Model atmospheres of irradiated exoplanets (Molliere+, 2015)
#Table J_ApJ_813_47_map_list:
#Name: J/ApJ/813/47/map_list
#Title: File for mapping the model number to the planetary log(g), [Fe/H], C/O, Teff and the host star spectral type and the model flags
#---Details of Columns:
#    Model            (A5)    [1/10640] Model ID [ucd=meta.id;stat.param;meta.modelled]
#    Teff (K)         (I4)    Effective temperature [ucd=phys.temperature.effective]
#    log(g) ([cm/s2]) (F4.1)  Gravitional acceleration [ucd=phys.gravity]
#    [Fe/H]           (F4.1)  Planetary metallicity [ucd=phys.abund.Z]
#    C/O              (F5.2)  Carbon-to-oxygen number ratio [ucd=phys.abund]
#    SpType           (A2)    Spectral type of host star [ucd=src.spType]
#    pt               (A2)    Display the Atmospheric structure file [ucd=meta.ref.url]
#    ab               (A2)    Display the Atmospheric abundances file [ucd=meta.ref.url]
#    sp               (A2)    Show the spectrum [ucd=meta.ref.url]
#    Flags            (a50)   Model flags (1) [ucd=meta.code.error]
#---- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
#           log(                                                                          
#           g) (            Sp                                                            
#      Teff [cm/ [F         Ty                                                            
#Model (K)  s2]) e/H] C/O   pe pt ab sp Flags                                             
#----- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
04571 2250  2.3 -0.5  0.92 G5 pt ab sp 
04572 2250  2.3 -0.5  0.93 G5 pt ab sp 
04573 2250  2.3 -0.5  0.94 G5 pt ab sp 
04574 2250  2.3 -0.5  0.95 G5 pt ab sp 
04575 2250  2.3 -0.5  0.90 G5 pt ab sp 
04576 2250  2.3 -0.5  1.05 G5 pt ab sp 
04577 2250  2.3 -0.5  1.00 G5 pt ab sp 
04578 2250  2.3 -0.5  1.12 G5 pt ab sp 
04579 2250  2.3 -0.5  1.40 G5 pt ab sp 
04580 2250  2.3  0.0  0.35 G5 pt ab sp _t3000k_conv
04581 2250  2.3  0.0  0.55 G5 pt ab sp _t3000k
04582 2250  2.3  0.0  0.71 G5 pt ab sp _t3000k
04583 2250  2.3  0.0  0.72 G5 pt ab sp _t3000k
04584 2250  2.3  0.0  0.73 G5 pt ab sp _t3000k
04585 2250  2.3  0.0  0.74 G5 pt ab sp _t3000k
04586 2250  2.3  0.0  0.75 G5 pt ab sp _t3000k
04587 2250  2.3  0.0  0.70 G5 pt ab sp _t3000k
04588 2250  2.3  0.0  0.85 G5 pt ab sp _t3000k
04589 2250  2.3  0.0  0.91 G5 pt ab sp 
04590 2250  2.3  0.0  0.92 G5 pt ab sp 
04591 2250  2.3  0.0  0.93 G5 pt ab sp 
04592 2250  2.3  0.0  0.94 G5 pt ab sp 
04593 2250  2.3  0.0  0.95 G5 pt ab sp 
04594 2250  2.3  0.0  0.90 G5 pt ab sp 
04595 2250  2.3  0.0  1.05 G5 pt ab sp 
04596 2250  2.3  0.0  1.00 G5 pt ab sp 
04597 2250  2.3  0.0  1.12 G5 pt ab sp 
04598 2250  2.3  0.0  1.40 G5 pt ab sp 
04599 2250  2.3  0.5  0.35 G5 pt ab sp _t3000k
04600 2250  2.3  0.5  0.55 G5 pt ab sp _t3000k
04601 2250  2.3  0.5  0.71 G5 pt ab sp _t3000k
04602 2250  2.3  0.5  0.72 G5 pt ab sp _t3000k
04603 2250  2.3  0.5  0.73 G5 pt ab sp _t3000k
04604 2250  2.3  0.5  0.74 G5 pt ab sp _t3000k
04605 2250  2.3  0.5  0.75 G5 pt ab sp _t3000k
04606 2250  2.3  0.5  0.70 G5 pt ab sp _t3000k
04607 2250  2.3  0.5  0.85 G5 pt ab sp 
04608 2250  2.3  0.5  0.91 G5 pt ab sp 
04609 2250  2.3  0.5  0.92 G5 pt ab sp 
04610 2250  2.3  0.5  0.93 G5 pt ab sp 
04611 2250  2.3  0.5  0.94 G5 pt ab sp 
04612 2250  2.3  0.5  0.95 G5 pt ab sp 
04613 2250  2.3  0.5  0.90 G5 pt ab sp 
04614 2250  2.3  0.5  1.05 G5 pt ab sp 
04615 2250  2.3  0.5  1.00 G5 pt ab sp 
04616 2250  2.3  0.5  1.12 G5 pt ab sp 
04617 2250  2.3  0.5  1.40 G5 pt ab sp 
04618 2250  2.3  1.0  0.35 G5 pt ab sp _t3000k
04619 2250  2.3  1.0  0.55 G5 pt ab sp _t3000k
04620 2250  2.3  1.0  0.71 G5 pt ab sp _t3000k
04621 2250  2.3  1.0  0.72 G5 pt ab sp _t3000k
04622 2250  2.3  1.0  0.73 G5 pt ab sp _t3000k
04623 2250  2.3  1.0  0.74 G5 pt ab sp _t3000k
04624 2250  2.3  1.0  0.75 G5 pt ab sp _t3000k
04625 2250  2.3  1.0  0.70 G5 pt ab sp _t3000k
04626 2250  2.3  1.0  0.85 G5 pt ab sp 
04627 2250  2.3  1.0  0.91 G5 pt ab sp 
04628 2250  2.3  1.0  0.92 G5 pt ab sp 
04629 2250  2.3  1.0  0.93 G5 pt ab sp 
04630 2250  2.3  1.0  0.94 G5 pt ab sp 
04631 2250  2.3  1.0  0.95 G5 pt ab sp 
04632 2250  2.3  1.0  0.90 G5 pt ab sp 
04633 2250  2.3  1.0  1.05 G5 pt ab sp 
04634 2250  2.3  1.0  1.00 G5 pt ab sp 
04635 2250  2.3  1.0  1.12 G5 pt ab sp 
04636 2250  2.3  1.0  1.40 G5 pt ab sp 
04637 2250  2.3  2.0  0.35 G5 pt ab sp _t3000k_nconvergence_0.13
04638 2250  2.3  2.0  0.55 G5 pt ab sp _t3000k
04639 2250  2.3  2.0  0.71 G5 pt ab sp _t3000k
04640 2250  2.3  2.0  0.72 G5 pt ab sp _t3000k
04641 2250  2.3  2.0  0.73 G5 pt ab sp _t3000k
04642 2250  2.3  2.0  0.74 G5 pt ab sp _t3000k
04643 2250  2.3  2.0  0.75 G5 pt ab sp _t3000k
04644 2250  2.3  2.0  0.70 G5 pt ab sp _t3000k
04645 2250  2.3  2.0  0.85 G5 pt ab sp _t3000k
04646 2250  2.3  2.0  0.91 G5 pt ab sp 
04647 2250  2.3  2.0  0.92 G5 pt ab sp 
04648 2250  2.3  2.0  0.93 G5 pt ab sp _conv
04649 2250  2.3  2.0  0.94 G5 pt ab sp _conv
04650 2250  2.3  2.0  0.95 G5 pt ab sp _conv
04651 2250  2.3  2.0  0.90 G5 pt ab sp 
04652 2250  2.3  2.0  1.05 G5 pt ab sp 
04653 2250  2.3  2.0  1.00 G5 pt ab sp 
04654 2250  2.3  2.0  1.12 G5 pt ab sp 
04655 2250  2.3  2.0  1.40 G5 pt ab sp 
04656 2250  3.0 -0.5  0.35 G5 pt ab sp _t3000k
04657 2250  3.0 -0.5  0.55 G5 pt ab sp 
04658 2250  3.0 -0.5  0.71 G5 pt ab sp 
04659 2250  3.0 -0.5  0.72 G5 pt ab sp 
04660 2250  3.0 -0.5  0.73 G5 pt ab sp 
04661 2250  3.0 -0.5  0.74 G5 pt ab sp 
04662 2250  3.0 -0.5  0.75 G5 pt ab sp 
04663 2250  3.0 -0.5  0.70 G5 pt ab sp 
04664 2250  3.0 -0.5  0.85 G5 pt ab sp 
04665 2250  3.0 -0.5  0.91 G5 pt ab sp 
04666 2250  3.0 -0.5  0.92 G5 pt ab sp 
04667 2250  3.0 -0.5  0.93 G5 pt ab sp 
04668 2250  3.0 -0.5  0.94 G5 pt ab sp 
04669 2250  3.0 -0.5  0.95 G5 pt ab sp 
04670 2250  3.0 -0.5  0.90 G5 pt ab sp 
04671 2250  3.0 -0.5  1.05 G5 pt ab sp 
04672 2250  3.0 -0.5  1.00 G5 pt ab sp 
04673 2250  3.0 -0.5  1.12 G5 pt ab sp 
04674 2250  3.0 -0.5  1.40 G5 pt ab sp 
04675 2250  3.0  0.0  0.35 G5 pt ab sp _t3000k
04676 2250  3.0  0.0  0.55 G5 pt ab sp _t3000k
04677 2250  3.0  0.0  0.71 G5 pt ab sp _t3000k
04678 2250  3.0  0.0  0.72 G5 pt ab sp _t3000k
04679 2250  3.0  0.0  0.73 G5 pt ab sp _t3000k
04680 2250  3.0  0.0  0.74 G5 pt ab sp _t3000k
04681 2250  3.0  0.0  0.75 G5 pt ab sp _t3000k
04682 2250  3.0  0.0  0.70 G5 pt ab sp _t3000k
04683 2250  3.0  0.0  0.85 G5 pt ab sp 
04684 2250  3.0  0.0  0.91 G5 pt ab sp 
04685 2250  3.0  0.0  0.92 G5 pt ab sp 
04686 2250  3.0  0.0  0.93 G5 pt ab sp 
04687 2250  3.0  0.0  0.94 G5 pt ab sp 
04688 2250  3.0  0.0  0.95 G5 pt ab sp 
04689 2250  3.0  0.0  0.90 G5 pt ab sp 
04690 2250  3.0  0.0  1.05 G5 pt ab sp 
04691 2250  3.0  0.0  1.00 G5 pt ab sp 
04692 2250  3.0  0.0  1.12 G5 pt ab sp 
04693 2250  3.0  0.0  1.40 G5 pt ab sp 
04694 2250  3.0  0.5  0.35 G5 pt ab sp _t3000k
04695 2250  3.0  0.5  0.55 G5 pt ab sp _t3000k
04696 2250  3.0  0.5  0.71 G5 pt ab sp _t3000k
04697 2250  3.0  0.5  0.72 G5 pt ab sp _t3000k
04698 2250  3.0  0.5  0.73 G5 pt ab sp _t3000k
04699 2250  3.0  0.5  0.74 G5 pt ab sp _t3000k
04700 2250  3.0  0.5  0.75 G5 pt ab sp _t3000k
04701 2250  3.0  0.5  0.70 G5 pt ab sp _t3000k
04702 2250  3.0  0.5  0.85 G5 pt ab sp 
04703 2250  3.0  0.5  0.91 G5 pt ab sp 
04704 2250  3.0  0.5  0.92 G5 pt ab sp 
04705 2250  3.0  0.5  0.93 G5 pt ab sp 
04706 2250  3.0  0.5  0.94 G5 pt ab sp 
04707 2250  3.0  0.5  0.95 G5 pt ab sp 
04708 2250  3.0  0.5  0.90 G5 pt ab sp 
04709 2250  3.0  0.5  1.05 G5 pt ab sp 
04710 2250  3.0  0.5  1.00 G5 pt ab sp 
04711 2250  3.0  0.5  1.12 G5 pt ab sp 
04712 2250  3.0  0.5  1.40 G5 pt ab sp 
04713 2250  3.0  1.0  0.35 G5 pt ab sp _t3000k
04714 2250  3.0  1.0  0.55 G5 pt ab sp _t3000k
04715 2250  3.0  1.0  0.71 G5 pt ab sp _t3000k
04716 2250  3.0  1.0  0.72 G5 pt ab sp _t3000k
04717 2250  3.0  1.0  0.73 G5 pt ab sp _t3000k
04718 2250  3.0  1.0  0.74 G5 pt ab sp _t3000k
04719 2250  3.0  1.0  0.75 G5 pt ab sp _t3000k
04720 2250  3.0  1.0  0.70 G5 pt ab sp _t3000k
04721 2250  3.0  1.0  0.85 G5 pt ab sp 
04722 2250  3.0  1.0  0.91 G5 pt ab sp 
04723 2250  3.0  1.0  0.92 G5 pt ab sp 
04724 2250  3.0  1.0  0.93 G5 pt ab sp 
04725 2250  3.0  1.0  0.94 G5 pt ab sp 
04726 2250  3.0  1.0  0.95 G5 pt ab sp 
04727 2250  3.0  1.0  0.90 G5 pt ab sp 
04728 2250  3.0  1.0  1.05 G5 pt ab sp 
04729 2250  3.0  1.0  1.00 G5 pt ab sp 
04730 2250  3.0  1.0  1.12 G5 pt ab sp 
04731 2250  3.0  1.0  1.40 G5 pt ab sp 
04732 2250  3.0  2.0  0.35 G5 pt ab sp _t3000k
04733 2250  3.0  2.0  0.55 G5 pt ab sp _t3000k
04734 2250  3.0  2.0  0.71 G5 pt ab sp _t3000k
04735 2250  3.0  2.0  0.72 G5 pt ab sp _t3000k
04736 2250  3.0  2.0  0.73 G5 pt ab sp _t3000k
04737 2250  3.0  2.0  0.74 G5 pt ab sp _t3000k
04738 2250  3.0  2.0  0.75 G5 pt ab sp _t3000k
04739 2250  3.0  2.0  0.70 G5 pt ab sp _t3000k
04740 2250  3.0  2.0  0.85 G5 pt ab sp _t3000k
04741 2250  3.0  2.0  0.91 G5 pt ab sp 
04742 2250  3.0  2.0  0.92 G5 pt ab sp 
04743 2250  3.0  2.0  0.93 G5 pt ab sp _conv
04744 2250  3.0  2.0  0.94 G5 pt ab sp _conv
04745 2250  3.0  2.0  0.95 G5 pt ab sp _conv
04746 2250  3.0  2.0  0.90 G5 pt ab sp 
04747 2250  3.0  2.0  1.05 G5 pt ab sp 
04748 2250  3.0  2.0  1.00 G5 pt ab sp 
04749 2250  3.0  2.0  1.12 G5 pt ab sp 
04750 2250  3.0  2.0  1.40 G5 pt ab sp 
04751 2250  4.0 -0.5  0.35 G5 pt ab sp 
04752 2250  4.0 -0.5  0.55 G5 pt ab sp 
04753 2250  4.0 -0.5  0.71 G5 pt ab sp 
04754 2250  4.0 -0.5  0.72 G5 pt ab sp 
04755 2250  4.0 -0.5  0.73 G5 pt ab sp 
04756 2250  4.0 -0.5  0.74 G5 pt ab sp 
04757 2250  4.0 -0.5  0.75 G5 pt ab sp 
04758 2250  4.0 -0.5  0.70 G5 pt ab sp 
04759 2250  4.0 -0.5  0.85 G5 pt ab sp 
04760 2250  4.0 -0.5  0.91 G5 pt ab sp 
04761 2250  4.0 -0.5  0.92 G5 pt ab sp 
04762 2250  4.0 -0.5  0.93 G5 pt ab sp 
04763 2250  4.0 -0.5  0.94 G5 pt ab sp 
04764 2250  4.0 -0.5  0.95 G5 pt ab sp 
04765 2250  4.0 -0.5  0.90 G5 pt ab sp 
04766 2250  4.0 -0.5  1.05 G5 pt ab sp 
04767 2250  4.0 -0.5  1.00 G5 pt ab sp 
04768 2250  4.0 -0.5  1.12 G5 pt ab sp 
04769 2250  4.0 -0.5  1.40 G5 pt ab sp 
04770 2250  4.0  0.0  0.35 G5 pt ab sp 
04771 2250  4.0  0.0  0.55 G5 pt ab sp 
04772 2250  4.0  0.0  0.71 G5 pt ab sp 
04773 2250  4.0  0.0  0.72 G5 pt ab sp 
04774 2250  4.0  0.0  0.73 G5 pt ab sp 
04775 2250  4.0  0.0  0.74 G5 pt ab sp 
04776 2250  4.0  0.0  0.75 G5 pt ab sp 
04777 2250  4.0  0.0  0.70 G5 pt ab sp 
04778 2250  4.0  0.0  0.85 G5 pt ab sp 
04779 2250  4.0  0.0  0.91 G5 pt ab sp 
04780 2250  4.0  0.0  0.92 G5 pt ab sp 
04781 2250  4.0  0.0  0.93 G5 pt ab sp 
04782 2250  4.0  0.0  0.94 G5 pt ab sp 
04783 2250  4.0  0.0  0.95 G5 pt ab sp 
04784 2250  4.0  0.0  0.90 G5 pt ab sp 
04785 2250  4.0  0.0  1.05 G5 pt ab sp 
04786 2250  4.0  0.0  1.00 G5 pt ab sp 
04787 2250  4.0  0.0  1.12 G5 pt ab sp 
04788 2250  4.0  0.0  1.40 G5 pt ab sp 
04789 2250  4.0  0.5  0.35 G5 pt ab sp 
04790 2250  4.0  0.5  0.55 G5 pt ab sp 
04791 2250  4.0  0.5  0.71 G5 pt ab sp 
04792 2250  4.0  0.5  0.72 G5 pt ab sp 
04793 2250  4.0  0.5  0.73 G5 pt ab sp 
04794 2250  4.0  0.5  0.74 G5 pt ab sp 
04795 2250  4.0  0.5  0.75 G5 pt ab sp 
04796 2250  4.0  0.5  0.70 G5 pt ab sp 
04797 2250  4.0  0.5  0.85 G5 pt ab sp 
04798 2250  4.0  0.5  0.91 G5 pt ab sp 
04799 2250  4.0  0.5  0.92 G5 pt ab sp 
04800 2250  4.0  0.5  0.93 G5 pt ab sp 
04801 2250  4.0  0.5  0.94 G5 pt ab sp 
04802 2250  4.0  0.5  0.95 G5 pt ab sp 
04803 2250  4.0  0.5  0.90 G5 pt ab sp 
04804 2250  4.0  0.5  1.05 G5 pt ab sp 
04805 2250  4.0  0.5  1.00 G5 pt ab sp 
04806 2250  4.0  0.5  1.12 G5 pt ab sp 
04807 2250  4.0  0.5  1.40 G5 pt ab sp 
04808 2250  4.0  1.0  0.35 G5 pt ab sp _t3000k
04809 2250  4.0  1.0  0.55 G5 pt ab sp _t3000k
04810 2250  4.0  1.0  0.71 G5 pt ab sp 
04811 2250  4.0  1.0  0.72 G5 pt ab sp 
04812 2250  4.0  1.0  0.73 G5 pt ab sp 
04813 2250  4.0  1.0  0.74 G5 pt ab sp 
04814 2250  4.0  1.0  0.75 G5 pt ab sp 
04815 2250  4.0  1.0  0.70 G5 pt ab sp 
04816 2250  4.0  1.0  0.85 G5 pt ab sp 
04817 2250  4.0  1.0  0.91 G5 pt ab sp 
04818 2250  4.0  1.0  0.92 G5 pt ab sp 
04819 2250  4.0  1.0  0.93 G5 pt ab sp 
04820 2250  4.0  1.0  0.94 G5 pt ab sp 
04821 2250  4.0  1.0  0.95 G5 pt ab sp 
04822 2250  4.0  1.0  0.90 G5 pt ab sp 
04823 2250  4.0  1.0  1.05 G5 pt ab sp 
04824 2250  4.0  1.0  1.00 G5 pt ab sp 
04825 2250  4.0  1.0  1.12 G5 pt ab sp 
04826 2250  4.0  1.0  1.40 G5 pt ab sp 
04827 2250  4.0  2.0  0.35 G5 pt ab sp _t3000k
04828 2250  4.0  2.0  0.55 G5 pt ab sp _t3000k
04829 2250  4.0  2.0  0.71 G5 pt ab sp _t3000k
04830 2250  4.0  2.0  0.72 G5 pt ab sp _t3000k
04831 2250  4.0  2.0  0.73 G5 pt ab sp _t3000k
04832 2250  4.0  2.0  0.74 G5 pt ab sp _t3000k
04833 2250  4.0  2.0  0.75 G5 pt ab sp _t3000k
04834 2250  4.0  2.0  0.70 G5 pt ab sp _t3000k
04835 2250  4.0  2.0  0.85 G5 pt ab sp 
04836 2250  4.0  2.0  0.91 G5 pt ab sp 
04837 2250  4.0  2.0  0.92 G5 pt ab sp 
04838 2250  4.0  2.0  0.93 G5 pt ab sp 
04839 2250  4.0  2.0  0.94 G5 pt ab sp _conv
04840 2250  4.0  2.0  0.95 G5 pt ab sp 
04841 2250  4.0  2.0  0.90 G5 pt ab sp 
04842 2250  4.0  2.0  1.05 G5 pt ab sp 
04843 2250  4.0  2.0  1.00 G5 pt ab sp 
04844 2250  4.0  2.0  1.12 G5 pt ab sp 
04845 2250  4.0  2.0  1.40 G5 pt ab sp 
04846 2250  5.0 -0.5  0.35 G5 pt ab sp 
04847 2250  5.0 -0.5  0.55 G5 pt ab sp 
04848 2250  5.0 -0.5  0.71 G5 pt ab sp 
04849 2250  5.0 -0.5  0.72 G5 pt ab sp 
04850 2250  5.0 -0.5  0.73 G5 pt ab sp 
04851 2250  5.0 -0.5  0.74 G5 pt ab sp 
04852 2250  5.0 -0.5  0.75 G5 pt ab sp 
04853 2250  5.0 -0.5  0.70 G5 pt ab sp 
04854 2250  5.0 -0.5  0.85 G5 pt ab sp 
04855 2250  5.0 -0.5  0.91 G5 pt ab sp 
04856 2250  5.0 -0.5  0.92 G5 pt ab sp 
04857 2250  5.0 -0.5  0.93 G5 pt ab sp 
04858 2250  5.0 -0.5  0.94 G5 pt ab sp 
04859 2250  5.0 -0.5  0.95 G5 pt ab sp 
04860 2250  5.0 -0.5  0.90 G5 pt ab sp 
04861 2250  5.0 -0.5  1.05 G5 pt ab sp 
04862 2250  5.0 -0.5  1.00 G5 pt ab sp 
04863 2250  5.0 -0.5  1.12 G5 pt ab sp 
04864 2250  5.0 -0.5  1.40 G5 pt ab sp 
04865 2250  5.0  0.0  0.35 G5 pt ab sp 
04866 2250  5.0  0.0  0.55 G5 pt ab sp 
04867 2250  5.0  0.0  0.71 G5 pt ab sp 
04868 2250  5.0  0.0  0.72 G5 pt ab sp 
04869 2250  5.0  0.0  0.73 G5 pt ab sp 
04870 2250  5.0  0.0  0.74 G5 pt ab sp 
04871 2250  5.0  0.0  0.75 G5 pt ab sp 
04872 2250  5.0  0.0  0.70 G5 pt ab sp 
04873 2250  5.0  0.0  0.85 G5 pt ab sp 
04874 2250  5.0  0.0  0.91 G5 pt ab sp 
04875 2250  5.0  0.0  0.92 G5 pt ab sp 
04876 2250  5.0  0.0  0.93 G5 pt ab sp 
04877 2250  5.0  0.0  0.94 G5 pt ab sp 
04878 2250  5.0  0.0  0.95 G5 pt ab sp 
04879 2250  5.0  0.0  0.90 G5 pt ab sp 
04880 2250  5.0  0.0  1.05 G5 pt ab sp 
04881 2250  5.0  0.0  1.00 G5 pt ab sp 
04882 2250  5.0  0.0  1.12 G5 pt ab sp 
04883 2250  5.0  0.0  1.40 G5 pt ab sp 
04884 2250  5.0  0.5  0.35 G5 pt ab sp 
04885 2250  5.0  0.5  0.55 G5 pt ab sp 
04886 2250  5.0  0.5  0.71 G5 pt ab sp 
04887 2250  5.0  0.5  0.72 G5 pt ab sp 
04888 2250  5.0  0.5  0.73 G5 pt ab sp 
04889 2250  5.0  0.5  0.74 G5 pt ab sp 
04890 2250  5.0  0.5  0.75 G5 pt ab sp 
04891 2250  5.0  0.5  0.70 G5 pt ab sp 
04892 2250  5.0  0.5  0.85 G5 pt ab sp 
04893 2250  5.0  0.5  0.91 G5 pt ab sp 
04894 2250  5.0  0.5  0.92 G5 pt ab sp 
04895 2250  5.0  0.5  0.93 G5 pt ab sp 
04896 2250  5.0  0.5  0.94 G5 pt ab sp 
04897 2250  5.0  0.5  0.95 G5 pt ab sp 
04898 2250  5.0  0.5  0.90 G5 pt ab sp 
04899 2250  5.0  0.5  1.05 G5 pt ab sp 
04900 2250  5.0  0.5  1.00 G5 pt ab sp 
04901 2250  5.0  0.5  1.12 G5 pt ab sp 
04902 2250  5.0  0.5  1.40 G5 pt ab sp 
04903 2250  5.0  1.0  0.35 G5 pt ab sp 
04904 2250  5.0  1.0  0.55 G5 pt ab sp 
04905 2250  5.0  1.0  0.71 G5 pt ab sp 
04906 2250  5.0  1.0  0.72 G5 pt ab sp 
04907 2250  5.0  1.0  0.73 G5 pt ab sp 
04908 2250  5.0  1.0  0.74 G5 pt ab sp 
04909 2250  5.0  1.0  0.75 G5 pt ab sp 
04910 2250  5.0  1.0  0.70 G5 pt ab sp 
04911 2250  5.0  1.0  0.85 G5 pt ab sp 
04912 2250  5.0  1.0  0.91 G5 pt ab sp 
04913 2250  5.0  1.0  0.92 G5 pt ab sp 
04914 2250  5.0  1.0  0.93 G5 pt ab sp 
04915 2250  5.0  1.0  0.94 G5 pt ab sp 
04916 2250  5.0  1.0  0.95 G5 pt ab sp 
04917 2250  5.0  1.0  0.90 G5 pt ab sp 
04918 2250  5.0  1.0  1.05 G5 pt ab sp 
04919 2250  5.0  1.0  1.00 G5 pt ab sp 
04920 2250  5.0  1.0  1.12 G5 pt ab sp 
04921 2250  5.0  1.0  1.40 G5 pt ab sp 
04922 2250  5.0  2.0  0.35 G5 pt ab sp 
04923 2250  5.0  2.0  0.55 G5 pt ab sp 
04924 2250  5.0  2.0  0.71 G5 pt ab sp 
04925 2250  5.0  2.0  0.72 G5 pt ab sp 
04926 2250  5.0  2.0  0.73 G5 pt ab sp 
04927 2250  5.0  2.0  0.74 G5 pt ab sp 
04928 2250  5.0  2.0  0.75 G5 pt ab sp 
04929 2250  5.0  2.0  0.70 G5 pt ab sp 
04930 2250  5.0  2.0  0.85 G5 pt ab sp 
04931 2250  5.0  2.0  0.91 G5 pt ab sp 
04932 2250  5.0  2.0  0.92 G5 pt ab sp 
04933 2250  5.0  2.0  0.93 G5 pt ab sp 
04934 2250  5.0  2.0  0.94 G5 pt ab sp 
04935 2250  5.0  2.0  0.95 G5 pt ab sp 
04936 2250  5.0  2.0  0.90 G5 pt ab sp 
04937 2250  5.0  2.0  1.05 G5 pt ab sp 
04938 2250  5.0  2.0  1.00 G5 pt ab sp 
04939 2250  5.0  2.0  1.12 G5 pt ab sp 
04940 2250  5.0  2.0  1.40 G5 pt ab sp 
04941 2500  2.3 -0.5  0.35 G5 pt ab sp _t3000k
04942 2500  2.3 -0.5  0.55 G5 pt ab sp _t3000k
04943 2500  2.3 -0.5  0.71 G5 pt ab sp _t3000k
04944 2500  2.3 -0.5  0.72 G5 pt ab sp _t3000k
04945 2500  2.3 -0.5  0.73 G5 pt ab sp _t3000k
04946 2500  2.3 -0.5  0.74 G5 pt ab sp _t3000k
04947 2500  2.3 -0.5  0.75 G5 pt ab sp _t3000k
04948 2500  2.3 -0.5  0.70 G5 pt ab sp _t3000k
04949 2500  2.3 -0.5  0.85 G5 pt ab sp _t3000k
04950 2500  2.3 -0.5  0.91 G5 pt ab sp _t3000k
04951 2500  2.3 -0.5  0.92 G5 pt ab sp _t3000k
04952 2500  2.3 -0.5  0.93 G5 pt ab sp _t3000k
04953 2500  2.3 -0.5  0.94 G5 pt ab sp _t3000k
04954 2500  2.3 -0.5  0.95 G5 pt ab sp _t3000k
04955 2500  2.3 -0.5  0.90 G5 pt ab sp _t3000k
04956 2500  2.3 -0.5  1.05 G5 pt ab sp _t3000k
04957 2500  2.3 -0.5  1.00 G5 pt ab sp _t3000k
04958 2500  2.3 -0.5  1.12 G5 pt ab sp _t3000k
04959 2500  2.3 -0.5  1.40 G5 pt ab sp _t3000k
04960 2500  2.3  0.0  0.35 G5 pt ab sp _t3000k
04961 2500  2.3  0.0  0.55 G5 pt ab sp _t3000k
04962 2500  2.3  0.0  0.71 G5 pt ab sp _t3000k
04963 2500  2.3  0.0  0.72 G5 pt ab sp _t3000k
04964 2500  2.3  0.0  0.73 G5 pt ab sp _t3000k
04965 2500  2.3  0.0  0.74 G5 pt ab sp _t3000k
04966 2500  2.3  0.0  0.75 G5 pt ab sp _t3000k
04967 2500  2.3  0.0  0.70 G5 pt ab sp _t3000k
04968 2500  2.3  0.0  0.85 G5 pt ab sp _t3000k
04969 2500  2.3  0.0  0.91 G5 pt ab sp _t3000k
04970 2500  2.3  0.0  0.92 G5 pt ab sp _t3000k
04971 2500  2.3  0.0  0.93 G5 pt ab sp _t3000k
04972 2500  2.3  0.0  0.94 G5 pt ab sp _t3000k
04973 2500  2.3  0.0  0.95 G5 pt ab sp _t3000k
04974 2500  2.3  0.0  0.90 G5 pt ab sp _t3000k
04975 2500  2.3  0.0  1.05 G5 pt ab sp _t3000k
04976 2500  2.3  0.0  1.00 G5 pt ab sp _t3000k
04977 2500  2.3  0.0  1.12 G5 pt ab sp _t3000k
04978 2500  2.3  0.0  1.40 G5 pt ab sp _t3000k
04979 2500  2.3  0.5  0.35 G5 pt ab sp _t3000k
04980 2500  2.3  0.5  0.55 G5 pt ab sp _t3000k
04981 2500  2.3  0.5  0.71 G5 pt ab sp _t3000k
04982 2500  2.3  0.5  0.72 G5 pt ab sp _t3000k
04983 2500  2.3  0.5  0.73 G5 pt ab sp _t3000k
04984 2500  2.3  0.5  0.74 G5 pt ab sp _t3000k
04985 2500  2.3  0.5  0.75 G5 pt ab sp _t3000k
04986 2500  2.3  0.5  0.70 G5 pt ab sp _t3000k
